Redshift alpha error
0.729130000000000 0.0840000000000000 1.29700000000000
1.04790000000000 -0.223000000000000 2.20000000000000
1.32460000000000 0.695000000000000 0.803000000000000
1.34280000000000 -1.29000000000000 0.948000000000000
0.633080000000000 4.21100000000000 4.07600000000000
1.17430000000000 -3.07000000000000 1.09800000000000
1.22940000000000 -1.47200000000000 0.836000000000000
1.23240000000000 1.01700000000000 2.75200000000000
0.859290000000000 0.405000000000000 1.32500000000000
1.15340000000000 -0.749000000000000 1.78200000000000
0.910590000000000 -0.394000000000000 0.609000000000000
0.553390000000000 -1.86100000000000 1.71600000000000
1.31960000000000 -0.738000000000000 0.760000000000000
1.55410000000000 -1.26800000000000 0.892000000000000
0.668020000000000 0.0670000000000000 1.47400000000000
1.79540000000000 -1.29600000000000 1.04900000000000
0.772920000000000 2.16500000000000 1.19100000000000
0.854520000000000 -0.0210000000000000 1.26800000000000
0.519340000000000 -3.37100000000000 3.24700000000000
0.934260000000000 1.48500000000000 1.90800000000000
0.660040000000000 0.590000000000000 1.51500000000000
0.843240000000000 0.0990000000000000 0.847000000000000
0.903010000000000 -0.998000000000000 1.78300000000000
1.17260000000000 -2.84400000000000 1.44800000000000
3.43880000000000 0.925000000000000 3.95800000000000
2.30950000000000 -3.94100000000000 1.36800000000000
2.14080000000000 -5.11200000000000 2.11800000000000
1.47610000000000 -0.647000000000000 1.21900000000000
1.95500000000000 1.98900000000000 1.04800000000000
2.32400000000000 0.758000000000000 1.59200000000000
2.45630000000000 -3.73100000000000 2.28500000000000
2.46280000000000 0.572000000000000 1.71900000000000
3.02470000000000 -2.79500000000000 3.42900000000000
2.47610000000000 -4.30400000000000 1.94400000000000
1.99900000000000 5.64800000000000 3.13100000000000
2.62530000000000 -0.750000000000000 1.38700000000000
0.948410000000000 -3.65900000000000 1.85500000000000
1.01720000000000 -0.322000000000000 0.732000000000000
1.92040000000000 1.87800000000000 0.702000000000000
1.85850000000000 -5.40700000000000 1.17900000000000
1.86400000000000 -0.998000000000000 0.492000000000000
2.06530000000000 -2.60400000000000 1.01500000000000
2.27940000000000 1.34600000000000 4.18000000000000
2.09510000000000 -0.0680000000000000 0.722000000000000
2.15390000000000 4.34600000000000 3.33800000000000
1.43420000000000 -1.25600000000000 1.16700000000000
3.38970000000000 -7.66600000000000 3.23100000000000
0.591370000000000 -3.10000000000000 2.42800000000000
0.851180000000000 0.494000000000000 1.02100000000000
1.26790000000000 1.66900000000000 2.74500000000000
1.31920000000000 -2.64200000000000 2.45700000000000
1.53370000000000 -1.31900000000000 1.07200000000000
0.612560000000000 0.374000000000000 1.18900000000000
0.725080000000000 -2.63700000000000 3.52200000000000
0.657410000000000 7.12300000000000 4.59900000000000
0.745500000000000 -2.16800000000000 0.778000000000000
3.66630000000000 -0.748000000000000 3.46800000000000
1.76800000000000 0.0440000000000000 1.23500000000000
1.36500000000000 -0.197000000000000 0.565000000000000
2.09940000000000 -0.739000000000000 2.67500000000000
1.00920000000000 -0.189000000000000 1.00800000000000
1.26670000000000 -1.21200000000000 1.43000000000000
0.943980000000000 0.759000000000000 2.33500000000000
2.14060000000000 -0.853000000000000 0.880000000000000
2.81140000000000 0.850000000000000 0.846000000000000
1.29380000000000 -1.39200000000000 0.623000000000000
1.61120000000000 -1.29900000000000 1.72600000000000
3.01730000000000 0.794000000000000 1.79600000000000
2.60210000000000 -1.39600000000000 1.95500000000000
2.86770000000000 3.83700000000000 3.28800000000000
1.09810000000000 -3.58900000000000 1.20300000000000
1.13140000000000 0.562000000000000 0.787000000000000
1.21890000000000 -0.522000000000000 0.542000000000000
2.37420000000000 1.43500000000000 1.22700000000000
3.23510000000000 0.867000000000000 1.77700000000000
1.05980000000000 -0.453000000000000 1.57200000000000
2.31030000000000 -2.16100000000000 5.97700000000000
1.11170000000000 -5.46100000000000 2.51800000000000
1.41620000000000 -0.892000000000000 0.552000000000000
2.95870000000000 2.47500000000000 1.70600000000000
3.31720000000000 2.70600000000000 5.67700000000000
0.807570000000000 1.19900000000000 1.22200000000000
0.861820000000000 -2.03000000000000 1.63200000000000
1.01580000000000 -2.08600000000000 0.934000000000000
2.10530000000000 6.32300000000000 3.62200000000000
1.75490000000000 -1.46500000000000 2.18200000000000
0.927410000000000 -0.275000000000000 0.776000000000000
2.46530000000000 1.63500000000000 1.91900000000000
2.55770000000000 0.546000000000000 1.19900000000000
0.850480000000000 -6.89700000000000 7.01200000000000
2.75040000000000 2.41400000000000 4.11000000000000
0.229090000000000 2.55100000000000 5.39200000000000
2.79550000000000 4.10300000000000 8.53800000000000
2.76980000000000 -0.688000000000000 1.84300000000000
2.82680000000000 0.433000000000000 0.827000000000000
1.22590000000000 0.308000000000000 1.46000000000000
2.43890000000000 -0.882000000000000 1.47300000000000
1.14250000000000 -0.0760000000000000 0.671000000000000
1.34220000000000 -0.740000000000000 1.23200000000000
1.80240000000000 -3.05000000000000 2.47300000000000
0.585960000000000 -1.97700000000000 4.52900000000000
2.11020000000000 -0.705000000000000 1.06800000000000
0.990100000000000 -2.19400000000000 1.34300000000000
1.99000000000000 -1.66300000000000 0.859000000000000
1.73850000000000 -0.212000000000000 1.85700000000000
2.84330000000000 -4.74300000000000 1.28900000000000
0.790260000000000 0.0870000000000000 0.589000000000000
2.07620000000000 1.42900000000000 3.02200000000000
1.21280000000000 1.22300000000000 1.46500000000000
2.65320000000000 -3.34800000000000 1.90400000000000
2.54800000000000 2.94200000000000 5.20700000000000
2.55480000000000 1.73200000000000 6.34900000000000
3.15130000000000 -4.00500000000000 3.30100000000000
0.731170000000000 -1.21100000000000 0.975000000000000
1.58990000000000 0.453000000000000 1.18700000000000
2.17110000000000 -0.961000000000000 1.29500000000000
2.43000000000000 -1.22400000000000 0.389000000000000
1.04650000000000 -0.747000000000000 1.53000000000000
1.11610000000000 0.00900000000000000 1.96300000000000
2.53780000000000 -3.20500000000000 2.09400000000000
0.452100000000000 -0.459000000000000 0.787000000000000
0.949100000000000 -1.53400000000000 2.78800000000000
1.58640000000000 -0.410000000000000 1.00300000000000
1.54190000000000 -5.27000000000000 0.906000000000000
1.98860000000000 0.266000000000000 1.94500000000000
2.16790000000000 1.38100000000000 0.944000000000000
1.20300000000000 0.772000000000000 1.19000000000000
0.635100000000000 -0.673000000000000 3.54500000000000
0.636300000000000 -1.56100000000000 3.91400000000000
0.857500000000000 1.26600000000000 1.82600000000000
1.14680000000000 -1.58100000000000 2.92200000000000
2.02920000000000 -0.909000000000000 0.934000000000000
2.10950000000000 0.386000000000000 2.85600000000000
2.24850000000000 -1.23000000000000 0.672000000000000
1.26790000000000 1.07600000000000 1.93100000000000
1.53360000000000 -0.456000000000000 0.903000000000000
1.79750000000000 0.443000000000000 0.548000000000000
2.30920000000000 -0.0820000000000000 0.563000000000000
1.93280000000000 2.18400000000000 2.45400000000000
1.18270000000000 0.142000000000000 0.950000000000000
1.34990000000000 0.0840000000000000 0.378000000000000
0.822100000000000 0.702000000000000 1.05000000000000
0.859300000000000 -0.677000000000000 2.51600000000000
1.24330000000000 1.83800000000000 1.22100000000000
1.91020000000000 -3.87200000000000 3.11100000000000
